respondent_id,persona,age_group,gender,city_tier,monthly_hh_income,hh_type,products_used_shampoo,products_used_conditioner,products_used_body_wash,products_used_bar_soap,products_used_dishwash,products_used_laundry,products_used_floor_cleaner,products_used_toilet_cleaner,primary_channel,actual_spend_personal_care,actual_spend_mid,total_hh_spend_monthly,purchase_drivers_price,purchase_drivers_brand_trust,purchase_drivers_ingredients,purchase_drivers_eco_pkg,purchase_drivers_efficacy,purchase_drivers_fragrance,purchase_drivers_recommendation,purchase_drivers_availability,habit_strength,eco_concern_score,prior_eco_purchase,green_identity,lifestyle_exercise_yoga,lifestyle_track_waste,lifestyle_organic_food,lifestyle_eco_content,lifestyle_lifestyle_change,lifestyle_repair_reuse,greenwashing_skepticism,premium_willingness_pct,brand_switch_readiness,hard_water_waxy_hair,hard_water_poor_lather,hard_water_softener,hard_water_no_issue,trust_signal_lab_tests,trust_signal_certification,trust_signal_friend_rec,trust_signal_influencer_rec,trust_signal_free_sample,trust_signal_money_back,trust_signal_reviews,peer_eco_usage,discovery_channel,format_interest_shampoo_bar,format_interest_dishwash_block,format_interest_laundry_sheets,format_interest_body_bar,format_interest_surface_tablets,format_interest_conditioner_bar,format_interest_toilet_tablet,format_interest_none,barrier_efficacy_doubt,barrier_unfamiliar,barrier_price,barrier_availability,barrier_habit,barrier_humidity,barrier_no_concern,preferred_eco_channel,ayurveda_affinity,subscription_intent,bundle_pref_bathroom_kit,bundle_pref_kitchen_kit,bundle_pref_full_home,bundle_pref_trial_sampler,bundle_pref_gift_hamper,bundle_pref_no_bundle,eco_spend_willingness,max_price_shampoo_bar,max_price_laundry_sheets,pricing_model_pref,scenario_purchase_intent,overall_interest_score,interest_binary,interest_3class,actual_spend_mid_fill,aspiration_gap,lifestyle_score,format_interest_count,barrier_count,trust_signal_count,sdb_flag,is_outlier
R1027,Price Pragmatist,25-34,Male,Tier2,25-50k,Family_small,1,0,1,1,1,1,1,1,Modern_trade,200-400,300.0,315,1,1,1,1,0,0,0,1,2-5y,2,No_not_priority,Not_priority,0,0,0,0,0,1,2,1-10,2,0,0,0,1,0,0,1,0,1,0,1,Unsure,Eco_store,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,Amazon,Somewhat,No,0,0,1,0,1,1,214,201-300,lt150,Quarterly_bulk,Research_first,1,0,Not_Interested,300.0,-86.0,1,1,2,3,0,0
R1028,Price Pragmatist,45-54,Female,Metro,50-100k,Family_large,1,1,0,1,1,1,1,0,Kirana,401-700,550.0,389,1,1,1,0,0,0,1,0,6m-2y,2,No_not_priority,Not_priority,0,0,1,0,0,0,5,1-10,2,0,0,0,1,0,0,0,0,1,0,0,No_circle,Article_news,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,Quick_comm,Very_imp,No,1,1,0,1,0,0,713,100-150,lt150,Single,Unlikely,1,0,Not_Interested,550.0,163.0,1,1,4,1,0,0
R1029,Mindful Parent,45-54,Female,Tier1,25-50k,Family_small,0,0,0,1,1,1,1,1,Amazon_Flipkart,lt200,150.0,509,1,1,1,0,1,0,0,1,2-5y,3,No_considered,Core_identity,0,1,1,1,1,1,3,11-20,4,0,1,0,0,0,0,1,0,0,0,0,Friends_rec,Eco_store,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,Nykaa,Very_imp,Yes_if_discount,1,1,0,1,0,0,596,gt300,351-500,Monthly_sub,Unlikely,5,1,Interested,150.0,446.0,5,4,2,1,0,1
R1030,Price Pragmatist,25-34,Female,Tier2,50-100k,Family_large,1,1,0,1,1,1,1,1,Kirana,lt200,150.0,668,0,1,1,1,0,0,0,0,6m-2y,2,No_not_priority,Not_priority,0,0,0,0,0,1,3,1-10,3,0,0,0,1,0,1,0,0,1,0,0,No_circle,Free_sample,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,Eco_store,Very_imp,No,0,0,0,1,0,0,541,151-200,150-250,Monthly_sub,Unlikely,3,0,Neutral,150.0,391.0,1,0,3,2,0,0
R1031,Eco Warrior,18-24,Male,Metro,100-200k,Single,1,1,1,0,1,1,0,1,Amazon_Flipkart,401-700,550.0,2109,0,1,1,0,0,0,0,1,6m-2y,5,Yes_regularly,Core_identity,1,1,1,1,1,1,5,11-20,5,1,0,0,0,1,1,1,0,1,1,0,Friends_rec,Influencer,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,Brand_website,Somewhat,No,0,1,0,1,0,0,1853,100-150,251-350,Monthly_sub,Research_first,1,0,Interested,550.0,1303.0,6,4,0,5,1,1
R1032,Urban Renter,18-24,Male,Tier1,lt25k,Family_large,1,1,1,1,1,1,0,1,Amazon_Flipkart,401-700,550.0,270,0,1,1,1,1,0,1,0,lt6m,5,Yes_few,Occasional,1,0,0,0,1,0,3,11-20,4,0,1,0,0,1,0,0,1,1,0,1,No_circle,Friend_family,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,Quick_comm,Somewhat,Yes_if_discount,0,0,0,0,0,0,171,lt100,251-350,Monthly_sub,Order_now,3,0,Neutral,550.0,-379.0,2,6,2,4,0,0
R1033,Mindful Parent,45-54,Female,Tier1,25-50k,Family_small,1,0,1,0,1,1,1,0,Quick_commerce,401-700,550.0,640,1,0,1,1,0,0,1,1,6m-2y,3,No_not_priority,Occasional,1,0,1,1,0,1,4,21-30,5,0,0,0,1,0,1,1,0,0,0,0,Friends_rec,Doctor_derm,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,Amazon,Somewhat,Yes_already,0,0,1,1,1,0,325,100-150,lt150,Quarterly_bulk,Wishlist,3,0,Neutral,550.0,-225.0,4,3,2,2,0,0
R1034,Mindful Parent,25-34,Female,Tier3,50-100k,Family_small,1,1,1,1,1,1,0,1,Amazon_Flipkart,701-1200,950.0,992,1,0,1,1,1,0,1,1,2-5y,4,No_not_priority,Conscious_buyer,0,0,1,1,1,1,3,1-10,5,0,0,0,1,1,1,1,0,0,1,0,Friends_rec,Marketplace_browse,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,Quick_comm,Very_imp,Yes_if_discount,1,0,1,1,0,0,991,201-300,150-250,Single,No,3,0,Neutral,950.0,41.0,4,3,0,4,0,0
R1035,Eco Warrior,45-54,Female,Tier1,100-200k,Family_small,1,1,0,1,1,1,0,1,D2C,200-400,300.0,2092,1,0,0,0,1,0,0,0,2-5y,5,Yes_regularly,Core_identity,1,1,1,1,1,1,3,gt30,5,1,0,0,0,0,1,0,0,1,0,0,Family_use,Article_news,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,Amazon,Somewhat,Yes_if_discount,1,1,0,0,0,0,2629,151-200,150-250,Monthly_sub,Order_now,5,1,Interested,300.0,2329.0,6,5,0,2,0,0
R1036,Urban Renter,25-34,Male,Metro,gt200k,Couple,1,1,1,0,1,1,1,0,Amazon_Flipkart,401-700,550.0,1466,1,1,0,0,1,0,1,1,gt5y,4,Yes_few,Conscious_buyer,0,0,0,0,1,0,4,21-30,4,1,0,0,0,0,0,1,0,1,0,0,Friends_rec,Article_news,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,Amazon,Somewhat,Try_first,0,0,1,0,1,0,1015,151-200,150-250,Quarterly_bulk,Wishlist,3,0,Neutral,550.0,465.0,1,6,4,2,0,0
R1037,Mindful Parent,25-34,Female,Tier1,100-200k,Family_small,1,1,1,1,1,1,1,1,Amazon_Flipkart,401-700,550.0,921,0,1,1,0,1,0,1,0,No_fixed,5,Yes_regularly,Occasional,0,0,1,0,1,0,4,1-10,4,1,1,0,0,0,0,0,0,1,0,0,Family_use,Influencer,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,Nykaa,Somewhat,Yes_already,0,0,0,1,1,0,1226,151-200,251-350,Monthly_sub,Wishlist,2,0,Not_Interested,550.0,676.0,2,5,2,1,0,0
R1038,Urban Renter,25-34,Male,Tier3,lt25k,Single,1,0,1,0,1,1,0,1,Quick_commerce,lt200,150.0,289,1,1,0,0,1,1,1,1,lt6m,3,Yes_regularly,Core_identity,1,1,1,1,1,0,4,1-10,3,0,0,0,1,0,1,0,0,0,1,0,No_circle,Free_sample,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,Nykaa,Somewhat,Yes_if_discount,0,0,1,1,0,0,136,100-150,150-250,Monthly_sub,Order_now,4,1,Interested,150.0,-14.0,5,4,1,2,0,0
R1039,Eco Warrior,25-34,Female,Metro,50-100k,Couple,1,0,1,1,1,0,0,1,Quick_commerce,701-1200,950.0,1174,1,0,0,1,1,1,0,1,6m-2y,3,Yes_regularly,Conscious_buyer,1,1,1,1,1,1,4,1-10,3,0,1,0,0,0,1,1,0,0,0,0,Family_use,Eco_store,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,Eco_store,Somewhat,Yes_if_discount,0,0,0,0,0,0,1155,201-300,gt500,Single,Order_now,4,1,Interested,950.0,205.0,6,3,2,2,0,0
R1040,Mindful Parent,35-44,Male,Tier1,50-100k,Family_small,1,1,1,1,1,1,0,1,D2C,200-400,300.0,953,0,1,0,1,1,1,0,0,2-5y,4,No_considered,Conscious_buyer,0,1,1,1,1,0,2,21-30,3,1,0,0,0,1,1,0,0,0,0,1,Friends_rec,Friend_family,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,Eco_store,Very_imp,Try_first,0,0,0,1,0,0,809,151-200,150-250,Refill_system,Order_now,4,1,Interested,300.0,509.0,4,7,1,3,0,0
R1041,Urban Renter,18-24,Male,Metro,50-100k,Single,1,0,0,1,1,1,0,1,Kirana,401-700,550.0,561,1,0,1,1,1,0,1,1,lt6m,3,Yes_few,Conscious_buyer,1,0,0,1,1,0,2,11-20,4,0,1,0,0,0,0,1,1,1,1,0,I_influence,Influencer,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,Eco_store,Very_imp,No,1,1,0,0,0,0,600,201-300,251-350,Refill_system,Order_now,4,1,Interested,550.0,50.0,3,4,2,4,0,0
R1042,Urban Renter,18-24,Male,Metro,25-50k,Single,1,0,1,0,0,1,0,1,Quick_commerce,200-400,300.0,534,1,0,1,0,0,1,1,1,6m-2y,4,No_considered,Conscious_buyer,1,0,0,0,0,0,1,1-10,2,0,0,1,1,1,1,1,0,0,0,0,No_circle,Free_sample,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,Amazon,Somewhat,No,0,0,0,1,0,0,469,gt300,251-350,Monthly_sub,Unlikely,5,1,Interested,300.0,169.0,1,3,3,3,0,0
R1043,Mindful Parent,35-44,Female,Metro,gt200k,Couple,1,1,1,1,1,0,1,0,Amazon_Flipkart,200-400,300.0,1631,0,0,1,0,0,0,1,1,6m-2y,3,Yes_few,Occasional,0,1,0,1,0,0,4,1-10,5,0,0,1,1,0,1,0,0,0,0,1,Unsure,Friend_family,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,Brand_website,Somewhat,Yes_if_discount,0,1,0,0,0,0,2173,201-300,351-500,Monthly_sub,Wishlist,3,0,Neutral,300.0,1873.0,2,3,2,2,0,0
R1044,Urban Renter,35-44,Female,Metro,25-50k,Couple,1,1,1,1,0,1,1,1,Amazon_Flipkart,401-700,550.0,618,1,0,1,0,1,0,1,0,lt6m,4,No_not_priority,Occasional,0,0,0,0,0,0,2,11-20,4,0,0,0,1,0,1,0,1,1,0,1,I_influence,Free_sample,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,Amazon,Neutral,Try_first,0,1,0,0,0,0,342,100-150,150-250,Single,Wishlist,3,0,Neutral,550.0,-208.0,0,3,1,4,0,0
R1045,Price Pragmatist,35-44,Male,Tier2,lt25k,Family_small,1,0,1,1,1,1,1,1,Modern_trade,lt200,150.0,139,1,0,1,1,0,0,0,0,6m-2y,3,No_considered,Curious,0,0,0,1,0,0,3,21-30,2,0,0,0,1,0,0,0,0,0,0,1,No_circle,Friend_family,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,Supermarket,Very_imp,No,1,1,1,1,0,1,214,201-300,lt150,Quarterly_bulk,Unlikely,1,0,Not_Interested,150.0,64.0,1,0,3,1,0,0
R1046,Urban Renter,25-34,Male,Tier1,50-100k,Single,1,1,1,1,1,1,1,1,D2C,,,496,1,0,0,0,1,1,0,0,6m-2y,5,No_considered,Occasional,1,0,0,1,0,0,2,11-20,4,1,1,0,0,1,0,0,0,1,0,1,No_circle,Free_sample,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,Quick_comm,Not_imp,Yes_if_discount,0,0,0,1,0,0,650,151-200,150-250,Single,Research_first,2,0,Not_Interested,,100.0,2,5,0,3,0,0
R1047,Mindful Parent,45-54,Female,Tier2,50-100k,Couple,1,1,1,1,0,1,1,1,Modern_trade,401-700,550.0,224,0,0,0,0,0,0,0,1,gt5y,3,Yes_few,Curious,1,0,1,1,0,1,4,21-30,4,0,0,0,1,1,0,1,0,0,0,0,Friends_rec,Marketplace_browse,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,Quick_comm,Somewhat,No,1,0,1,1,0,0,800,151-200,150-250,Monthly_sub,Research_first,2,0,Not_Interested,550.0,250.0,4,4,1,2,0,0
R1048,Eco Warrior,18-24,Male,Tier2,gt200k,Family_small,1,0,0,1,0,0,0,1,Kirana,200-400,300.0,2442,1,1,1,1,1,1,0,1,lt6m,4,Yes_regularly,Conscious_buyer,1,1,1,1,1,1,4,21-30,4,0,0,0,1,0,1,1,0,1,0,0,I_influence,Marketplace_browse,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,Eco_store,Neutral,Yes_if_discount,1,0,1,1,0,0,3000,100-150,150-250,Monthly_sub,Order_now,5,1,Interested,300.0,2700.0,6,4,0,3,0,0
R1049,Price Pragmatist,25-34,Male,Tier3,50-100k,Joint,1,1,1,0,1,1,1,1,Kirana,200-400,300.0,417,0,0,1,0,1,0,1,1,2-5y,2,No_not_priority,Curious,0,0,0,0,0,0,3,11-20,4,1,0,0,0,0,0,1,0,1,1,0,No_circle,Doctor_derm,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,Eco_store,Somewhat,No,0,0,0,1,0,0,539,100-150,lt150,Single,No,1,0,Not_Interested,300.0,239.0,0,0,4,3,0,0
R1050,Eco Warrior,18-24,Male,Metro,,Family_small,1,1,1,1,1,1,1,1,Kirana,701-1200,950.0,1574,0,1,1,0,0,0,1,1,gt5y,4,Yes_few,Core_identity,0,0,1,1,0,1,1,gt30,5,0,0,0,1,1,1,0,1,1,0,0,Friends_rec,Friend_family,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,Eco_store,Somewhat,Try_first,0,0,1,0,0,0,1256,151-200,lt150,Monthly_sub,Research_first,5,1,Interested,950.0,306.0,3,5,2,4,0,0
R1051,Price Pragmatist,35-44,Female,Tier3,50-100k,Family_large,1,0,0,1,0,1,1,1,Modern_trade,200-400,300.0,493,1,1,1,1,1,0,1,0,6m-2y,2,No_not_priority,Not_priority,1,1,1,0,0,0,4,11-20,5,0,0,0,1,0,1,0,1,1,1,0,I_influence,Article_news,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,Eco_store,Very_imp,No,0,0,0,1,1,0,885,100-150,lt150,Refill_system,Unlikely,1,0,Not_Interested,300.0,585.0,3,1,3,4,1,0
R1052,Urban Renter,25-34,Female,Metro,50-100k,Single,1,1,1,0,1,1,0,1,Pharmacy,401-700,550.0,623,1,1,0,0,1,1,1,1,lt6m,3,No_not_priority,Occasional,0,0,0,0,0,0,3,1-10,3,1,0,0,0,0,0,1,1,1,0,0,Family_use,Friend_family,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,Quick_comm,Neutral,Try_first,0,0,1,1,0,1,549,201-300,lt150,Quarterly_bulk,Research_first,1,0,Not_Interested,550.0,-1.0,0,5,2,3,0,0
R1053,Price Pragmatist,55+,Male,Tier2,25-50k,Couple,0,1,1,1,1,1,1,1,Pharmacy,200-400,300.0,242,0,1,0,0,0,0,0,0,gt5y,2,No_not_priority,Curious,1,0,1,0,1,1,3,1-10,1,0,0,0,1,0,0,0,0,1,0,1,I_influence,Free_sample,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,Supermarket,Somewhat,No,1,0,0,0,1,1,341,100-150,lt150,Single,Unlikely,1,0,Not_Interested,300.0,41.0,4,2,3,2,0,0
R1054,Urban Renter,18-24,Male,Metro,25-50k,Couple,1,1,1,0,1,0,1,0,Amazon_Flipkart,lt200,150.0,452,0,1,0,0,0,1,1,0,lt6m,5,Yes_regularly,Occasional,0,0,0,1,0,0,1,0,5,0,1,0,0,1,0,1,1,1,0,1,Family_use,Marketplace_browse,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,Brand_website,Somewhat,Yes_already,1,0,1,1,0,0,173,201-300,251-350,Monthly_sub,Order_now,5,1,Interested,150.0,23.0,1,4,1,5,0,0
R1055,Price Pragmatist,25-34,Female,Tier2,lt25k,Family_small,1,1,1,1,1,1,1,0,D2C,200-400,300.0,235,1,1,0,0,1,0,0,1,lt6m,5,No_not_priority,Curious,1,0,0,0,0,0,3,1-10,3,0,1,0,0,0,0,1,0,1,0,0,No_circle,Marketplace_browse,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,Amazon,Very_imp,Try_first,1,0,0,0,0,1,77,100-150,gt500,Quarterly_bulk,Research_first,1,0,Not_Interested,300.0,-223.0,1,1,4,2,0,0
R1056,Eco Skeptic,25-34,Male,Metro,50-100k,Family_large,1,0,1,0,1,1,1,1,Amazon_Flipkart,401-700,550.0,573,0,1,0,0,1,1,1,1,No_fixed,3,Yes_regularly,Occasional,1,1,1,1,0,0,5,1-10,3,0,0,0,1,1,0,1,1,1,0,0,No_circle,Article_news,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Brand_website,Somewhat,Yes_already,0,0,0,1,0,0,839,151-200,251-350,Quarterly_bulk,Wishlist,2,0,Neutral,550.0,289.0,4,2,1,4,0,0
R1057,Urban Renter,25-34,Male,Tier2,50-100k,Couple,1,0,1,1,1,1,0,1,Modern_trade,401-700,550.0,702,1,0,0,1,1,1,0,0,2-5y,3,Yes_few,Curious,1,0,0,1,1,0,2,1-10,3,1,1,0,0,0,0,1,0,1,0,0,Friends_rec,Eco_store,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,Eco_store,Very_imp,Yes_already,1,0,0,0,0,1,473,100-150,lt150,Quarterly_bulk,Order_now,2,0,Not_Interested,550.0,-77.0,3,2,4,2,0,0
R1058,Eco Skeptic,25-34,Female,Metro,100-200k,Family_large,1,0,1,0,1,1,1,1,Modern_trade,401-700,550.0,1104,1,1,1,0,0,0,0,0,2-5y,5,No_considered,Not_priority,1,0,0,0,0,0,5,1-10,5,0,0,0,1,0,1,1,0,1,0,1,I_influence,Free_sample,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Eco_store,Neutral,Try_first,0,0,0,0,0,1,472,lt100,251-350,Single,Research_first,2,0,Not_Interested,550.0,-78.0,1,2,2,4,1,0
R1059,Eco Skeptic,35-44,Male,Tier2,25-50k,Single,1,0,1,1,1,1,1,1,Amazon_Flipkart,701-1200,950.0,611,0,0,1,1,1,1,1,1,2-5y,2,No_considered,Core_identity,1,1,0,0,0,0,5,1-10,3,0,0,0,1,0,1,1,0,0,0,0,No_circle,Free_sample,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,Supermarket,Somewhat,No,1,0,0,1,1,0,443,151-200,lt150,Single,Research_first,4,1,Interested,950.0,-507.0,2,3,2,2,0,0
R1060,Urban Renter,18-24,Female,Metro,25-50k,Family_small,1,1,1,1,1,1,1,1,Quick_commerce,401-700,550.0,373,0,0,0,0,0,0,0,0,2-5y,4,No_considered,Occasional,1,0,0,0,1,0,1,0,4,1,1,0,0,0,0,1,0,1,1,0,Family_use,Marketplace_browse,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,Quick_comm,Somewhat,Try_first,1,1,1,0,1,0,471,151-200,251-350,Single,Unlikely,4,1,Interested,550.0,-79.0,2,1,2,3,0,0
R1061,Price Pragmatist,25-34,Male,Tier3,lt25k,Joint,1,1,1,1,1,0,0,1,Amazon_Flipkart,701-1200,950.0,175,0,0,0,1,0,1,0,0,gt5y,2,No_not_priority,Curious,1,0,1,0,0,0,4,gt30,2,0,0,0,1,0,0,0,0,0,1,0,No_circle,Marketplace_browse,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Eco_store,Very_imp,No,1,0,0,0,0,1,243,100-150,150-250,Single,Unlikely,3,0,Neutral,950.0,-707.0,2,1,3,1,0,0
R1062,Price Pragmatist,45-54,Female,Tier3,25-50k,Family_small,1,1,1,0,1,1,1,1,D2C,lt200,150.0,343,0,0,0,0,0,1,1,0,gt5y,3,No_not_priority,Curious,0,0,0,1,0,0,1,11-20,3,1,0,0,0,0,0,0,0,1,0,0,No_circle,Marketplace_browse,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,Eco_store,Very_imp,Try_first,0,0,0,0,0,0,395,100-150,lt150,Quarterly_bulk,Order_now,1,0,Not_Interested,150.0,245.0,1,2,2,1,0,0
R1063,Urban Renter,18-24,Male,Tier2,100-200k,Family_large,0,1,1,1,1,1,1,1,Quick_commerce,lt200,150.0,1291,1,0,1,1,1,1,1,1,6m-2y,4,Yes_few,Conscious_buyer,1,0,0,1,0,0,3,21-30,3,1,0,0,0,0,1,0,1,0,0,0,No_circle,Influencer,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,Amazon,Very_imp,Yes_if_discount,1,1,0,0,0,0,1300,100-150,150-250,Monthly_sub,Wishlist,4,1,Interested,150.0,1150.0,2,4,0,2,0,0
R1064,Eco Skeptic,45-54,Male,Tier2,100-200k,Joint,1,0,0,1,1,1,1,1,Amazon_Flipkart,200-400,300.0,1044,1,0,0,1,1,0,0,0,6m-2y,2,Yes_regularly,Conscious_buyer,1,1,1,1,0,0,3,21-30,2,1,1,0,0,0,1,0,1,1,0,1,I_influence,Eco_store,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,Amazon,Neutral,Try_first,0,0,0,1,0,1,1276,100-150,lt150,Monthly_sub,Unlikely,2,0,Not_Interested,300.0,976.0,4,0,2,4,0,0
R1065,Eco Skeptic,45-54,Female,Tier3,lt25k,Family_small,1,1,1,1,0,1,1,0,D2C,200-400,300.0,226,0,1,1,0,1,0,0,0,6m-2y,4,Yes_few,Not_priority,0,1,0,0,0,0,4,11-20,1,0,0,0,1,1,0,0,0,1,0,0,I_influence,Friend_family,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,Nykaa,Somewhat,Yes_if_discount,1,1,1,0,0,0,240,100-150,lt150,Refill_system,Unlikely,2,0,Not_Interested,300.0,-60.0,1,2,0,2,0,0
R1066,Urban Renter,35-44,Male,Metro,lt25k,Single,1,0,1,1,1,1,0,1,Quick_commerce,401-700,550.0,178,1,1,1,0,1,1,1,0,lt6m,3,No_considered,Conscious_buyer,1,0,1,0,0,0,1,1-10,5,0,0,0,1,0,0,0,0,0,1,0,I_influence,Influencer,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,Amazon,Neutral,Yes_if_discount,0,0,1,0,0,1,196,100-150,251-350,Refill_system,Order_now,5,1,Interested,550.0,-354.0,2,3,1,1,0,0
R1067,Mindful Parent,25-34,Female,Tier3,25-50k,Couple,1,1,1,1,1,1,1,0,Quick_commerce,701-1200,950.0,454,0,1,0,1,1,0,1,1,gt5y,4,Yes_few,Core_identity,1,0,1,1,1,0,4,1-10,3,0,0,0,1,0,0,0,1,1,1,1,Friends_rec,Marketplace_browse,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,Amazon,Very_imp,Try_first,0,0,0,0,0,0,494,201-300,251-350,Single,Wishlist,4,1,Interested,950.0,-456.0,4,2,2,4,0,0
R1068,Eco Warrior,35-44,Female,Metro,,Single,1,1,1,1,1,1,1,1,Amazon_Flipkart,gt1200,1400.0,2271,1,1,1,0,1,1,0,0,gt5y,5,Yes_regularly,Occasional,0,1,1,1,1,1,2,21-30,5,0,0,0,1,0,1,0,1,0,0,1,Family_use,Friend_family,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,Eco_store,Very_imp,Try_first,1,1,1,1,0,0,3000,201-300,251-350,Monthly_sub,Order_now,5,1,Interested,1400.0,1600.0,5,5,1,3,0,0
R1069,Eco Skeptic,25-34,Female,Tier2,gt200k,Family_large,1,1,0,0,1,1,1,0,Amazon_Flipkart,401-700,550.0,1391,0,1,0,1,0,1,1,1,lt6m,2,No_considered,Not_priority,0,0,0,1,1,0,1,1-10,4,0,0,0,1,0,1,1,0,0,1,0,No_circle,Article_news,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Brand_website,Very_imp,No,0,1,0,0,1,0,401,151-200,lt150,Single,Wishlist,1,0,Not_Interested,550.0,-149.0,2,3,0,3,0,0
R1070,Mindful Parent,55+,Male,Tier2,gt200k,Family_small,1,0,0,1,1,1,1,0,Quick_commerce,701-1200,950.0,2318,0,0,1,0,0,1,0,1,gt5y,5,Yes_few,Conscious_buyer,1,1,0,1,1,0,3,gt30,3,1,0,0,0,1,0,1,1,1,0,0,Family_use,Article_news,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,Supermarket,Very_imp,Try_first,0,1,0,0,0,0,1689,201-300,251-350,Refill_system,Unlikely,2,0,Not_Interested,950.0,739.0,4,4,4,4,0,0
R1071,Mindful Parent,45-54,Female,Tier1,100-200k,Family_small,1,1,1,0,1,1,1,1,Amazon_Flipkart,401-700,550.0,1383,1,1,0,0,1,0,0,1,6m-2y,3,Yes_regularly,Conscious_buyer,1,0,1,0,0,0,3,11-20,1,0,0,0,1,0,1,1,0,0,1,0,Family_use,Doctor_derm,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,Amazon,Very_imp,Yes_if_discount,0,1,1,0,0,0,1230,lt100,150-250,Monthly_sub,Wishlist,1,0,Neutral,550.0,680.0,2,5,2,3,0,1
R1072,Mindful Parent,35-44,Female,Metro,100-200k,Couple,1,0,1,1,1,1,0,0,Modern_trade,701-1200,950.0,591,1,1,1,1,0,1,1,1,No_fixed,5,No_not_priority,Curious,0,1,1,0,0,0,3,1-10,3,1,1,0,0,1,0,1,1,1,0,0,Friends_rec,Friend_family,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Supermarket,Neutral,Try_first,1,0,1,0,0,0,1348,151-200,251-350,Monthly_sub,No,5,1,Interested,950.0,398.0,2,3,0,4,0,0
R1073,Eco Warrior,25-34,Male,Tier1,100-200k,Family_large,0,0,1,1,1,1,1,0,D2C,gt1200,1400.0,1751,1,0,0,1,0,0,0,0,6m-2y,5,Yes_few,Core_identity,1,1,1,0,0,0,4,21-30,4,0,0,0,1,0,1,0,0,0,0,0,Family_use,Free_sample,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,Quick_comm,Somewhat,Yes_already,1,0,1,0,0,0,738,gt300,251-350,Monthly_sub,Wishlist,3,0,Neutral,1400.0,-662.0,3,4,0,1,0,0
R1074,Eco Warrior,35-44,Female,Tier1,25-50k,Single,0,1,1,0,1,1,1,0,Kirana,701-1200,950.0,263,1,0,0,0,1,0,1,0,No_fixed,5,Yes_regularly,Conscious_buyer,1,1,0,1,0,1,5,21-30,5,1,0,0,0,1,1,0,0,0,0,1,Friends_rec,Free_sample,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,Brand_website,Very_imp,Try_first,1,0,1,1,0,0,847,201-300,150-250,Quarterly_bulk,Wishlist,5,1,Interested,950.0,-103.0,4,5,1,3,0,0
